student_id,last_name,first_name,gpa,graduation_date,last_updated_at
188,Nguyen,Victoria,2.80,2026-06-08,2021-08-20T12:00:00Z
189,Hill,Ethan,2.90,2026-06-09,2022-09-21T12:00:00Z
190,Flores,Madison,3.00,2026-06-10,2023-10-22T12:00:00Z
191,Green,Logan,3.10,2026-06-11,2024-11-23T12:00:00Z
192,Adams,Luna,3.20,2026-06-12,2025-12-24T12:00:00Z
193,Nelson,Owen,3.30,2026-06-13,2020-01-25T12:00:00Z
194,Baker,Grace,3.40,2026-06-14,2021-02-26T12:00:00Z
195,Hall,Samuel,3.50,2026-06-15,2022-03-27T12:00:00Z
196,Rivera,Chloe,3.60,2026-06-16,2023-04-28T12:00:00Z
197,Campbell,Jacob,3.70,2026-06-17,2024-05-01T12:00:00Z
198,Mitchell,Penelope,3.80,2026-06-18,2025-06-02T12:00:00Z
199,Carter,Asher,3.90,2026-06-19,2020-07-03T12:00:00Z
200,Roberts,Layla,4.00,2026-06-20,2021-08-04T12:00:00Z
201,Smith,Noah,2.10,2026-06-21,2022-09-05T12:00:00Z
202,Johnson,Olivia,2.20,2026-06-22,2023-10-06T12:00:00Z
203,Williams,Liam,2.30,2026-06-23,2024-11-07T12:00:00Z
204,Brown,Emma,2.40,2026-06-24,2025-12-08T12:00:00Z
205,Jones,Oliver,2.50,2026-06-25,2020-01-09T12:00:00Z
206,Garcia,Ava,2.60,2026-06-26,2021-02-10T12:00:00Z
207,Miller,Elijah,2.70,2026-06-27,2022-03-11T12:00:00Z
208,Davis,Sophia,2.80,2026-06-28,2023-04-12T12:00:00Z
209,Rodriguez,James,2.90,2026-06-29,2024-05-13T12:00:00Z
210,Martinez,Isabella,3.00,2026-06-30,2025-06-14T12:00:00Z
211,Hernandez,William,3.10,2026-06-01,2020-07-15T12:00:00Z
212,Lopez,Mia,3.20,2026-06-02,2021-08-16T12:00:00Z
213,Gonzalez,Benjamin,3.30,2026-06-03,2022-09-17T12:00:00Z
214,Wilson,Charlotte,3.40,2026-06-04,2023-10-18T12:00:00Z
215,Anderson,Lucas,3.50,2026-06-05,2024-11-19T12:00:00Z
216,Thomas,Amelia,3.60,2026-06-06,2025-12-20T12:00:00Z
217,Taylor,Henry,3.70,2026-06-07,2020-01-21T12:00:00Z
218,Moore,Harper,3.80,2026-06-08,2021-02-22T12:00:00Z
219,Jackson,Theodore,3.90,2026-06-09,2022-03-23T12:00:00Z
220,Martin,Evelyn,4.00,2026-06-10,2023-04-24T12:00:00Z
221,Lee,Jack,2.10,2026-06-11,2024-05-25T12:00:00Z
222,Perez,Abigail,2.20,2026-06-12,2025-06-26T12:00:00Z
223,Thompson,Levi,2.30,2026-06-13,2020-07-27T12:00:00Z
224,White,Emily,2.40,2026-06-14,2021-08-28T12:00:00Z
225,Harris,Alexander,2.50,2026-06-15,2022-09-01T12:00:00Z
226,Sanchez,Ella,2.60,2026-06-16,2023-10-02T12:00:00Z
227,Clark,Jackson,2.70,2026-06-17,2024-11-03T12:00:00Z
228,Ramirez,Avery,2.80,2026-06-18,2025-12-04T12:00:00Z
229,Lewis,Mateo,2.90,2026-06-19,2020-01-05T12:00:00Z
230,Robinson,Sofia,3.00,2026-06-20,2021-02-06T12:00:00Z
231,Walker,Daniel,3.10,2026-06-21,2022-03-07T12:00:00Z
232,Young,Camila,3.20,2026-06-22,2023-04-08T12:00:00Z
233,Allen,Michael,3.30,2026-06-23,2024-05-09T12:00:00Z
234,King,Aria,3.40,2026-06-24,2025-06-10T12:00:00Z
235,Wright,Mason,3.50,2026-06-25,2020-07-11T12:00:00Z
236,Scott,Scarlett,3.60,2026-06-26,2021-08-12T12:00:00Z
237,Torres,Sebastian,3.70,2026-06-27,2022-09-13T12:00:00Z
238,Nguyen,Victoria,3.80,2026-06-28,2023-10-14T12:00:00Z
239,Hill,Ethan,3.90,2026-06-29,2024-11-15T12:00:00Z
240,Flores,Madison,4.00,2026-06-30,2025-12-16T12:00:00Z
241,Green,Logan,2.10,2026-06-01,2020-01-17T12:00:00Z
242,Adams,Luna,2.20,2026-06-02,2021-02-18T12:00:00Z
243,Nelson,Owen,2.30,2026-06-03,2022-03-19T12:00:00Z
244,Baker,Grace,2.40,2026-06-04,2023-04-20T12:00:00Z
245,Hall,Samuel,2.50,2026-06-05,2024-05-21T12:00:00Z
246,Rivera,Chloe,2.60,2026-06-06,2025-06-22T12:00:00Z
247,Campbell,Jacob,2.70,2026-06-07,2020-07-23T12:00:00Z
248,Mitchell,Penelope,2.80,2026-06-08,2021-08-24T12:00:00Z
249,Carter,Asher,2.90,2026-06-09,2022-09-25T12:00:00Z
250,Roberts,Layla,3.00,2026-06-10,2023-10-26T12:00:00Z
251,Smith,Noah,3.10,2026-06-11,2024-11-27T12:00:00Z
252,Johnson,Olivia,3.20,2026-06-12,2025-12-28T12:00:00Z
253,Williams,Liam,3.30,2026-06-13,2020-01-01T12:00:00Z
254,Brown,Emma,3.40,2026-06-14,2021-02-02T12:00:00Z
255,Jones,Oliver,3.50,2026-06-15,2022-03-03T12:00:00Z
256,Garcia,Ava,3.60,2026-06-16,2023-04-04T12:00:00Z
257,Miller,Elijah,3.70,2026-06-17,2024-05-05T12:00:00Z
258,Davis,Sophia,3.80,2026-06-18,2025-06-06T12:00:00Z
259,Rodriguez,James,3.90,2026-06-19,2020-07-07T12:00:00Z
260,Martinez,Isabella,4.00,2026-06-20,2021-08-08T12:00:00Z
261,Hernandez,William,2.10,2026-06-21,2022-09-09T12:00:00Z
262,Lopez,Mia,2.20,2026-06-22,2023-10-10T12:00:00Z
263,Gonzalez,Benjamin,2.30,2026-06-23,2024-11-11T12:00:00Z
264,Wilson,Charlotte,2.40,2026-06-24,2025-12-12T12:00:00Z
265,Anderson,Lucas,2.50,2026-06-25,2020-01-13T12:00:00Z
266,Thomas,Amelia,2.60,2026-06-26,2021-02-14T12:00:00Z
267,Taylor,Henry,2.70,2026-06-27,2022-03-15T12:00:00Z
268,Moore,Harper,2.80,2026-06-28,2023-04-16T12:00:00Z
269,Jackson,Theodore,2.90,2026-06-29,2024-05-17T12:00:00Z
270,Martin,Evelyn,3.00,2026-06-30,2025-06-18T12:00:00Z
271,Lee,Jack,3.10,2026-06-01,2020-07-19T12:00:00Z
272,Perez,Abigail,3.20,2026-06-02,2021-08-20T12:00:00Z
273,Thompson,Levi,3.30,2026-06-03,2022-09-21T12:00:00Z
274,White,Emily,3.40,2026-06-04,2023-10-22T12:00:00Z
275,Harris,Alexander,3.50,2026-06-05,2024-11-23T12:00:00Z
276,Sanchez,Ella,3.60,2026-06-06,2025-12-24T12:00:00Z
277,Clark,Jackson,3.70,2026-06-07,2020-01-25T12:00:00Z
278,Ramirez,Avery,3.80,2026-06-08,2021-02-26T12:00:00Z
279,Lewis,Mateo,3.90,2026-06-09,2022-03-27T12:00:00Z
280,Robinson,Sofia,4.00,2026-06-10,2023-04-28T12:00:00Z
281,Walker,Daniel,2.10,2026-06-11,2024-05-01T12:00:00Z
282,Young,Camila,2.20,2026-06-12,2025-06-02T12:00:00Z
283,Allen,Michael,2.30,2026-06-13,2020-07-03T12:00:00Z
284,King,Aria,2.40,2026-06-14,2021-08-04T12:00:00Z
285,Wright,Mason,2.50,2026-06-15,2022-09-05T12:00:00Z
286,Scott,Scarlett,2.60,2026-06-16,2023-10-06T12:00:00Z
287,Torres,Sebastian,2.70,2026-06-17,2024-11-07T12:00:00Z
288,Nguyen,Victoria,2.80,2026-06-18,2025-12-08T12:00:00Z
289,Hill,Ethan,2.90,2026-06-19,2020-01-09T12:00:00Z
290,Flores,Madison,3.00,2026-06-20,2021-02-10T12:00:00Z
291,Green,Logan,3.10,2026-06-21,2022-03-11T12:00:00Z
292,Adams,Luna,3.20,2026-06-22,2023-04-12T12:00:00Z
293,Nelson,Owen,3.30,2026-06-23,2024-05-13T12:00:00Z
294,Baker,Grace,3.40,2026-06-24,2025-06-14T12:00:00Z
295,Hall,Samuel,3.50,2026-06-25,2020-07-15T12:00:00Z
296,Rivera,Chloe,3.60,2026-06-26,2021-08-16T12:00:00Z
297,Campbell,Jacob,3.70,2026-06-27,2022-09-17T12:00:00Z
298,Mitchell,Penelope,3.80,2026-06-28,2023-10-18T12:00:00Z
299,Carter,Asher,3.90,2026-06-29,2024-11-19T12:00:00Z
300,Roberts,Layla,4.00,2026-06-30,2025-12-20T12:00:00Z
301,Smith,Noah,2.10,2026-06-01,2020-01-21T12:00:00Z
302,Johnson,Olivia,2.20,2026-06-02,2021-02-22T12:00:00Z
303,Williams,Liam,2.30,2026-06-03,2022-03-23T12:00:00Z
304,Brown,Emma,2.40,2026-06-04,2023-04-24T12:00:00Z
305,Jones,Oliver,2.50,2026-06-05,2024-05-25T12:00:00Z
306,Garcia,Ava,2.60,2026-06-06,2025-06-26T12:00:00Z
307,Miller,Elijah,2.70,2026-06-07,2020-07-27T12:00:00Z
308,Davis,Sophia,2.80,2026-06-08,2021-08-28T12:00:00Z
309,Rodriguez,James,2.90,2026-06-09,2022-09-01T12:00:00Z
310,Martinez,Isabella,3.00,2026-06-10,2023-10-02T12:00:00Z
311,Hernandez,William,3.10,2026-06-11,2024-11-03T12:00:00Z
312,Lopez,Mia,3.20,2026-06-12,2025-12-04T12:00:00Z
313,Gonzalez,Benjamin,3.30,2026-06-13,2020-01-05T12:00:00Z
314,Wilson,Charlotte,3.40,2026-06-14,2021-02-06T12:00:00Z
315,Anderson,Lucas,3.50,2026-06-15,2022-03-07T12:00:00Z
316,Thomas,Amelia,3.60,2026-06-16,2023-04-08T12:00:00Z
317,Taylor,Henry,3.70,2026-06-17,2024-05-09T12:00:00Z
318,Moore,Harper,3.80,2026-06-18,2025-06-10T12:00:00Z
319,Jackson,Theodore,3.90,2026-06-19,2020-07-11T12:00:00Z
320,Martin,Evelyn,4.00,2026-06-20,2021-08-12T12:00:00Z
321,Lee,Jack,2.10,2026-06-21,2022-09-13T12:00:00Z
322,Perez,Abigail,2.20,2026-06-22,2023-10-14T12:00:00Z
323,Thompson,Levi,2.30,2026-06-23,2024-11-15T12:00:00Z
324,White,Emily,2.40,2026-06-24,2025-12-16T12:00:00Z
325,Harris,Alexander,2.50,2026-06-25,2020-01-17T12:00:00Z
326,Sanchez,Ella,2.60,2026-06-26,2021-02-18T12:00:00Z
327,Clark,Jackson,2.70,2026-06-27,2022-03-19T12:00:00Z
328,Ramirez,Avery,2.80,2026-06-28,2023-04-20T12:00:00Z
329,Lewis,Mateo,2.90,2026-06-29,2024-05-21T12:00:00Z
330,Robinson,Sofia,3.00,2026-06-30,2025-06-22T12:00:00Z
331,Walker,Daniel,3.10,2026-06-01,2020-07-23T12:00:00Z
332,Young,Camila,3.20,2026-06-02,2021-08-24T12:00:00Z
333,Allen,Michael,3.30,2026-06-03,2022-09-25T12:00:00Z
334,King,Aria,3.40,2026-06-04,2023-10-26T12:00:00Z
335,Wright,Mason,3.50,2026-06-05,2024-11-27T12:00:00Z
336,Scott,Scarlett,3.60,2026-06-06,2025-12-28T12:00:00Z
337,Torres,Sebastian,3.70,2026-06-07,2020-01-01T12:00:00Z
338,Nguyen,Victoria,3.80,2026-06-08,2021-02-02T12:00:00Z
339,Hill,Ethan,3.90,2026-06-09,2022-03-03T12:00:00Z
340,Flores,Madison,4.00,2026-06-10,2023-04-04T12:00:00Z
341,Green,Logan,2.10,2026-06-11,2024-05-05T12:00:00Z
342,Adams,Luna,2.20,2026-06-12,2025-06-06T12:00:00Z
343,Nelson,Owen,2.30,2026-06-13,2020-07-07T12:00:00Z
344,Baker,Grace,2.40,2026-06-14,2021-08-08T12:00:00Z
345,Hall,Samuel,2.50,2026-06-15,2022-09-09T12:00:00Z
346,Rivera,Chloe,2.60,2026-06-16,2023-10-10T12:00:00Z
347,Campbell,Jacob,2.70,2026-06-17,2024-11-11T12:00:00Z
348,Mitchell,Penelope,2.80,2026-06-18,2025-12-12T12:00:00Z
349,Carter,Asher,2.90,2026-06-19,2020-01-13T12:00:00Z
350,Roberts,Layla,3.00,2026-06-20,2021-02-14T12:00:00Z
351,Smith,Noah,3.10,2026-06-21,2022-03-15T12:00:00Z
352,Johnson,Olivia,3.20,2026-06-22,2023-04-16T12:00:00Z
353,Williams,Liam,3.30,2026-06-23,2024-05-17T12:00:00Z
354,Brown,Emma,3.40,2026-06-24,2025-06-18T12:00:00Z
355,Jones,Oliver,3.50,2026-06-25,2020-07-19T12:00:00Z
356,Garcia,Ava,3.60,2026-06-26,2021-08-20T12:00:00Z
357,Miller,Elijah,3.70,2026-06-27,2022-09-21T12:00:00Z
358,Davis,Sophia,3.80,2026-06-28,2023-10-22T12:00:00Z
359,Rodriguez,James,3.90,2026-06-29,2024-11-23T12:00:00Z
360,Martinez,Isabella,4.00,2026-06-30,2025-12-24T12:00:00Z
361,Hernandez,William,2.10,2026-06-01,2020-01-25T12:00:00Z
362,Lopez,Mia,2.20,2026-06-02,2021-02-26T12:00:00Z
363,Gonzalez,Benjamin,2.30,2026-06-03,2022-03-27T12:00:00Z
364,Wilson,Charlotte,2.40,2026-06-04,2023-04-28T12:00:00Z
365,Anderson,Lucas,2.50,2026-06-05,2024-05-01T12:00:00Z
366,Thomas,Amelia,2.60,2026-06-06,2025-06-02T12:00:00Z
367,Taylor,Henry,2.70,2026-06-07,2020-07-03T12:00:00Z
368,Moore,Harper,2.80,2026-06-08,2021-08-04T12:00:00Z
369,Jackson,Theodore,2.90,2026-06-09,2022-09-05T12:00:00Z
370,Martin,Evelyn,3.00,2026-06-10,2023-10-06T12:00:00Z
371,Lee,Jack,3.10,2026-06-11,2024-11-07T12:00:00Z
372,Perez,Abigail,3.20,2026-06-12,2025-12-08T12:00:00Z
373,Thompson,Levi,3.30,2026-06-13,2020-01-09T12:00:00Z
374,White,Emily,3.40,2026-06-14,2021-02-10T12:00:00Z
375,Harris,Alexander,3.50,2026-06-15,2022-03-11T12:00:00Z
